163,3137.37
164,3137.33
165,3137.29
166,3137.25
167,3137.20
168,3137.16
169,3137.12
170,3137.07
171,3137.03
172,3136.99
173,3136.95
174,3136.90
175,3136.86
176,3136.82
177,3136.78
178,3136.73
179,3136.69
180,3136.65
181,3136.60
182,3136.56
183,3136.52
184,3136.48
185,3136.43
186,3136.39
187,3136.35
188,3136.31
189,3136.26
190,3136.22
191,3136.18
192,3136.14
193,3136.09
194,3136.05
195,3136.01
196,3135.97
197,3135.92
198,3135.88
199,3135.84
200,3135.79
201,3135.75
202,3135.71
203,3135.67
204,3135.62
205,3135.58
206,3135.54
207,3135.50
208,3135.45
209,3135.41
210,3135.37
211,3135.33
212,3135.28
213,3135.24
214,3135.20
215,3135.16
216,3135.11
217,3135.07
218,3135.03
219,3134.98
220,3134.94
221,3134.90
222,3134.86
223,3134.81
224,3134.77
225,3134.73
226,3134.69
227,3134.64
228,3134.60
229,3134.56
230,3134.52
231,3134.47
232,3134.43
233,3134.39
234,3134.35
235,3134.30
236,3134.26
237,3134.22
238,3134.18
239,3134.13
240,3134.09
241,3134.05
242,3134.01
243,3133.96
244,3133.92
245,3133.88
246,3133.83
247,3133.79
248,3133.75
249,3133.71
250,3133.66
251,3133.62
252,3133.58
253,3133.54
254,3133.49
255,3133.45
256,3133.41
257,3133.37
258,3133.32
259,3133.28
260,3133.24
261,3133.20
262,3133.15
263,3133.11
264,3133.07
265,3133.03
266,3132.98
267,3132.94
268,3132.90
269,3132.86
270,3132.81
271,3132.77
272,3132.73
273,3132.69
274,3132.64
275,3132.60
276,3132.56
277,3132.51
278,3132.47
279,3132.43
280,3132.39
281,3132.34
282,3132.30
283,3132.26
284,3132.22
285,3132.17
286,3132.13
287,3132.09
288,3132.05
289,3132.00
290,3131.96
291,3131.92
292,3131.88
293,3131.83
294,3131.79
295,3131.75
296,3131.71
297,3131.66
298,3131.62
299,3131.58
300,3131.54
301,3131.49
302,3131.45
303,3131.41
304,3131.37
305,3131.32
306,3131.28
307,3131.24
308,3131.20
309,3131.15
310,3131.11
311,3131.07
312,3131.03
313,3130.98
314,3130.94
315,3130.90
316,3130.86
317,3130.81
318,3130.77
319,3130.73
320,3130.69
321,3130.64
322,3130.60
323,3130.56
324,3130.52
325,3130.47
326,3130.43
327,3130.39
328,3130.35
329,3130.30
330,3130.26
331,3130.22
332,3130.18
333,3130.13
334,3130.09
335,3130.05
336,3130.01
337,3129.96
338,3129.92
339,3129.88
340,3129.84
341,3129.79
342,3129.75
343,3129.71
344,3129.67
345,3129.62
346,3129.58
347,3129.54
348,3129.49
349,3129.45
350,3129.41
351,3129.37
352,3129.32
353,3129.28
354,3129.24
355,3129.20
356,3129.15
357,3129.11
358,3129.07
359,3129.03
360,3128.98
361,3128.94
362,3128.90
363,3128.86
364,3128.82
365,3128.77
366,3128.73
367,3128.69
368,3128.65
369,3128.60
370,3128.56
371,3128.52
372,3128.48
373,3128.43
374,3128.39
375,3128.35
376,3128.31
377,3128.26
378,3128.22
379,3128.18
380,3128.14
381,3128.09
382,3128.05
383,3128.01
384,3127.97
385,3127.92
386,3127.88
387,3127.84
388,3127.80
389,3127.75
390,3127.71
391,3127.67
392,3127.63
393,3127.58
394,3127.54
395,3127.50
396,3127.46
397,3127.41
398,3127.37
399,3127.33
400,3127.29
401,3127.24
402,3127.20
403,3127.16
404,3127.12
405,3127.07
406,3127.03
407,3126.99
408,3126.95
409,3126.90
410,3126.86
411,3126.82
412,3126.78
413,3126.73
414,3126.69
415,3126.65
416,3126.61
417,3126.56
418,3126.52
419,3126.48
420,3126.44
421,3126.39
422,3126.35
423,3126.31
424,3126.27
425,3126.22
426,3126.18
427,3126.14
428,3126.10
429,3126.05
430,3126.01
431,3125.97
432,3125.93
433,3125.88
434,3125.84
435,3125.80
436,3125.76
437,3125.72
438,3125.67
439,3125.63
440,3125.59
441,3125.55
442,3125.50
443,3125.46
444,3125.42
445,3125.38
446,3125.33
447,3125.29
448,3125.25
449,3125.21
450,3125.16
451,3125.12
452,3125.08
453,3125.04
454,3124.99
455,3124.95
456,3124.91
457,3124.87
458,3124.82
459,3124.78
460,3124.74
461,3124.70
462,3124.65
463,3124.61
464,3124.57
465,3124.53
466,3124.48
467,3124.44
468,3124.40
469,3124.36
470,3124.32
471,3124.27
472,3124.23
473,3124.19
474,3124.15
475,3124.10
476,3124.06
477,3124.02
478,3123.98
479,3123.93
480,3123.89
481,3123.85
482,3123.81
483,3123.76
484,3123.72
485,3123.68
486,3123.64
487,3123.59
488,3123.55
489,3123.51
490,3123.47
491,3123.42
492,3123.38
493,3123.34
494,3123.30
495,3123.26
496,3123.21
497,3123.17
498,3123.13
499,3123.09
500,3123.04
501,3123.00
502,3122.96
503,3122.92
504,3122.87
505,3122.83
506,3122.79
507,3122.75
508,3122.70
509,3122.66
510,3122.62
511,3122.58
512,3122.53
513,3122.49
514,3122.45
515,3122.41
516,3122.37
517,3122.32
518,3122.28
519,3122.24
520,3122.20
521,3122.15
522,3122.11
523,3122.07
524,3122.03
525,3121.98
526,3121.94
527,3121.90
528,3121.86
529,3121.81
530,3121.77
531,3121.73
532,3121.69
533,3121.65
534,3121.60
535,3121.56
536,3121.52
537,3121.48
538,3121.43
539,3121.39
540,3121.35
541,3121.31
542,3121.26
543,3121.22
544,3121.18
545,3121.14
546,3121.09
547,3121.05
548,3121.01
549,3120.97
550,3120.93
551,3120.88
552,3120.84
553,3120.80
554,3120.76
555,3120.71
556,3120.67
557,3120.63
558,3120.59
559,3120.54
560,3120.50
561,3120.46
562,3120.42
563,3120.38
564,3120.33
565,3120.29
566,3120.25
567,3120.21
568,3120.16
569,3120.12
570,3120.08
571,3120.04
572,3119.99
573,3119.95
574,3119.91
575,3119.87
576,3119.82
577,3119.78
578,3119.74
579,3119.70
580,3119.66
581,3119.61
582,3119.57
583,3119.53
584,3119.49
585,3119.44
586,3119.40
587,3119.36
588,3119.32
589,3119.27
590,3119.23
591,3119.19
592,3119.15
593,3119.11
594,3119.06
595,3119.02
596,3118.98
597,3118.94
598,3118.89
599,3118.85
600,3118.81
601,3118.77
602,3118.72
603,3118.68
604,3118.64
605,3118.60
606,3118.56
607,3118.51
608,3118.47
609,3118.43
610,3118.39
611,3118.34
612,3118.30
613,3118.26
614,3118.22
615,3118.17
616,3118.13
617,3118.09
618,3118.05
619,3118.01
620,3117.96
621,3117.92
622,3117.88
623,3117.84
624,3117.79
625,3117.75
626,3117.71
627,3117.67
628,3117.63
629,3117.58
630,3117.54
631,3117.50
632,3117.46
633,3117.41
634,3117.37
635,3117.33
636,3117.29
637,3117.24
638,3117.20
639,3117.16
640,3117.12
641,3117.08
642,3117.03
643,3116.99
644,3116.95
645,3116.91
646,3116.86
647,3116.82
648,3116.78
649,3116.74
650,3116.70
651,3116.65
652,3116.61
653,3116.57
654,3116.53
655,3116.48
656,3116.44
657,3116.40
658,3116.36
659,3116.31
660,3116.27
661,3116.23
662,3116.19
663,3116.15
664,3116.10
665,3116.06
666,3116.02
667,3115.98
668,3115.93
669,3115.89
670,3115.85
671,3115.81
672,3115.77
673,3115.72
674,3115.68
675,3115.64
676,3115.60
677,3115.55
678,3115.51
679,3115.47
680,3115.43
681,3115.39
682,3115.34
683,3115.30
684,3115.26
685,3115.22
686,3115.17
687,3115.13
688,3115.09
689,3115.05
690,3115.01
691,3114.96
692,3114.92
693,3114.88
694,3114.84
695,3114.79
696,3114.75
697,3114.71
698,3114.67
699,3114.63
700,3114.58
701,3114.54
702,3114.50
703,3114.46
704,3114.41
705,3114.37
706,3114.33
707,3114.29
708,3114.25
709,3114.20
710,3114.16
711,3114.12
712,3114.08
713,3114.03
714,3113.99
715,3113.95
716,3113.91
717,3113.87
718,3113.82
719,3113.78
720,3113.74
721,3113.70
722,3113.65
723,3113.61
724,3113.57
725,3113.53
726,3113.49
727,3113.44
728,3113.40
729,3113.36
730,3113.32
731,3113.27
732,3113.23
733,3113.19
734,3113.15
735,3113.11
736,3113.06
737,3113.02
738,3112.98
739,3112.94
740,3112.89
741,3112.85
742,3112.81
743,3112.77
744,3112.73
745,3112.68
746,3112.64
747,3112.60
748,3112.56
749,3112.52
750,3112.47
751,3112.43
752,3112.39
753,3112.35
754,3112.30
755,3112.26
756,3112.22
757,3112.18
758,3112.14
759,3112.09
760,3112.05
761,3112.01
762,3111.97
763,3111.92
764,3111.88
765,3111.84
766,3111.80
767,3111.76
768,3111.71
769,3111.67
770,3111.63
771,3111.59
772,3111.55
773,3111.50
774,3111.46
775,3111.42
776,3111.38
777,3111.33
778,3111.29
779,3111.25
780,3111.21
781,3111.17
782,3111.12
783,3111.08
784,3111.04
785,3111.00
786,3110.96
787,3110.91
788,3110.87
789,3110.83
790,3110.79
791,3110.74
792,3110.70
793,3110.66
794,3110.62
795,3110.58
796,3110.53
797,3110.49
798,3110.45
799,3110.41
800,3110.36
801,3110.32
802,3110.28
803,3110.24
804,3110.20
805,3110.15
806,3110.11
807,3110.07
808,3110.03
809,3109.99
810,3109.94
811,3109.90
812,3109.86
813,3109.82
814,3109.78
815,3109.73
816,3109.69
817,3109.65
818,3109.61
819,3109.56
820,3109.52
821,3109.48
822,3109.44
823,3109.40
824,3109.35
825,3109.31
826,3109.27
827,3109.23
828,3109.19
829,3109.14
830,3109.10
831,3109.06
832,3109.02
833,3108.97
834,3108.93
835,3108.89
836,3108.85
837,3108.81
838,3108.76
839,3108.72
840,3108.68
841,3108.64
842,3108.60
843,3108.55
844,3108.51
845,3108.47
846,3108.43
847,3108.39
848,3108.34
849,3108.30
850,3108.26
851,3108.22
852,3108.17
853,3108.13
854,3108.09
855,3108.05
856,3108.01
857,3107.96
858,3107.92
859,3107.88
860,3107.84
861,3107.80
862,3107.75
863,3107.71
864,3107.67
865,3107.63
866,3107.59
867,3107.54
868,3107.50
869,3107.46
870,3107.42
871,3107.37
872,3107.33
873,3107.29
874,3107.25
875,3107.21
876,3107.16
877,3107.12
878,3107.08
879,3107.04
880,3107.00
881,3106.95
882,3106.91
883,3106.87
884,3106.83
885,3106.79
886,3106.74
887,3106.70
888,3106.66
889,3106.62
890,3106.58
891,3106.53
892,3106.49
893,3106.45
894,3106.41
895,3106.37
896,3106.32
897,3106.28
898,3106.24
899,3106.20
900,3106.15
901,3106.11
902,3106.07
903,3106.03
904,3105.99
905,3105.94
906,3105.90
907,3105.86
908,3105.82
909,3105.78
910,3105.73
911,3105.69
912,3105.65
913,3105.61
914,3105.57
915,3105.52
916,3105.48
917,3105.44
918,3105.40
919,3105.36
920,3105.31
921,3105.27
922,3105.23
923,3105.19
924,3105.15
925,3105.10
926,3105.06
927,3105.02
928,3104.98
929,3104.94
930,3104.89
931,3104.85
932,3104.81
933,3104.77
934,3104.73
935,3104.68
936,3104.64
937,3104.60
938,3104.56
939,3104.52
940,3104.47
941,3104.43
942,3104.39
943,3104.35
944,3104.30
945,3104.26
946,3104.22
947,3104.18
948,3104.14
949,3104.09
950,3104.05
951,3104.01
952,3103.97
953,3103.93
954,3103.88
955,3103.84
956,3103.80
957,3103.76
958,3103.72
959,3103.67
960,3103.63
961,3103.59
962,3103.55
963,3103.51
964,3103.46
965,3103.42
966,3103.38
967,3103.34
968,3103.30
969,3103.25
970,3103.21
971,3103.17
972,3103.13
973,3103.09
974,3103.04
975,3103.00
976,3102.96
977,3102.92
978,3102.88
979,3102.83
980,3102.79
981,3102.75
982,3102.71
983,3102.67
984,3102.62
985,3102.58
986,3102.54
987,3102.50
988,3102.46
989,3102.41
990,3102.37
991,3102.33
992,3102.29
993,3102.25
994,3102.20
995,3102.16
996,3102.12
997,3102.08
998,3102.04
999,3101.99
1000,3101.95
